,"Item","Description","Type","Cost","Price","Sales Tax Code","Quantity On Hand","Quantity On Sales Order","Reorder Pt (Min)","Quantity On Purchase Order","Preferred Vendor"
,"Accessory:Antkits-MHF4_Ant-GPS-Nuvo","Antkits-MHF4_Ant-GPS-Nuvo..Antenna kits included Internal cable, I-PEX MHF4(Female) to SMA (Fema...","Inventory Part",12.00,15.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Antkits-MHF4_Ant-LTE","Antkits-MHF4_Ant-LTE..Antenna kits include LTE Cable, IPEX MHF4(Female) to SMA(Female)  length 3...","Inventory Part",8.00,10.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Battery 3V- BR2032","Battery 3V- BR2032..Battery Coin Lithium 3V 200ma BR2032..Lithium Carbon coin Cell Battery, 3V 2...","Inventory Part",6.00,8.00,"Tax",7,0,"",0,
,"Accessory:BP-RGBP-8801-DEX","BP-RGBP-8801-DEX..Backplane of RGS-8805GC for Dexterity. Industrial computer accessory.","Inventory Part",28.00,35.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:C-M4-SF-LTE-30CM","[Use New P/N# Cbl-MHF4-SMAF-30CM] LTE Internal Cable, I-PEX MHF4 (Female) to SMA (Female), 1.13 ...","Inventory Part",3.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:C-M4L-RSF-WIFI-15CM","[Use New P/N# Cbl-MHF-RP_SMAF-15CM] WiFi Internal Cable, I-PEX MHF (Female) to RP SMA (Female), ...","Inventory Part",2.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:C-M4L-RSF-WIFI-30CM","[Use New P/N# Cbl-MHF-RP_SMAF-30CM] WiFi Internal Cable, I-PEX MHF (Female) to RP SMA (Female), ...","Inventory Part",2.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:C-M4L-SF-GPS/GSM-15CM","[Use New P/N# Cbl-MHF-SMAF-15CM] GSM Internal Cable, I-PEX MHF (Female) to SMA (Female), 1.13 Co...","Inventory Part",3.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:C-M4L-SF-GPS/GSM-30CM","[Use New P/N# Cbl-MHF-SMAF-30CM] GSM Internal Cable, I-PEX MHF (Female) to SMA (Female), 1.13 Co...","Inventory Part",3.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:C-M4L-SF-LTE-30CM","[use New P/N# Cbl-MHF-SMAF-30CM1] LTE Internal Cable, I-PEX MHF (Female) to SMA (Female), 1.13 C...","Inventory Part",2.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:C-W-W-Remote-1M","[Use New P/N# Cbl-W210F-W210F-100CM] Remote on/off cable or remote control cable with dual 2x5 w...","Inventory Part",3.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cable-4P-Molex4P-N3","Cable Assembly, 4P connector to Molex 4P, 200 mm, for Nuvo-3000 expansion cassette","Inventory Part",3.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cable-COM-3D9M","[Use New AP/MN# Cbl-DB9F-3DB9M-10CM] Cable Assembly, 1*DB9 (FL) to 3* DB9 (AM), 10CM, for Nuvo-6...","Inventory Part",6.00,8.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cable-DIO-POC","[Use New P/N# Cbl-IDC216F-OW-300CM] Flat cable Assembly 3m long for POC-200 series DIO","Inventory Part",3.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cable-DVI-D-VGA","[Use New P/N# Cbl-DVID-VGA-22CM] Cable, DVI-D to VGA, 10cm, for Nuvo-6000 series","Inventory Part",14.00,20.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cable-IPEX-SMA-A","1x Internal IPEX to SMA(F) cable","Inventory Part",4.00,5.00,"Tax",0,0,"",0,
,"Accessory:Cable-M12-RJ45-10M","[Use New P/N# Cbl-M12X8M-RJ45-1000CM] Cable Assembly, M12 (8-pole-X-coded) to RJ45, CAT6. Length...","Inventory Part",14.00,18.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cable-M12-RJ45-5M","[Use New P/N# Cbl-M12X8M-RJ45-500CM] Cable Assembly, M12 (8-pole-X-coded) to RJ45, CAT6. Length ...","Inventory Part",11.00,14.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cable-S68MD9M-50","[Use New P/N# Cbl-S68M-8DB9M-50CM] SCSI-68(M) to 8 x DB9(M) Cable for MezIO-C180/181. Industrial...","Inventory Part",26.00,35.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cable-S68MM-100","[Use New P/N# Cbl-S68M-S68M-100CM] SCSI-68(M) to SCSI-68(M) cable. To be used with TB-10 and Mez...","Inventory Part",21.00,28.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cable Wafer 4.2 FML 6P to Cord","Cable 17cm, Wafer 4.2 Female 6P to Cord End Terminal 2P,-20 Celsius to +150 Celsius","Inventory Part","","","Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cap-SMAM-50ohm","Cap-SMAM-50ohm..Coaxial SMA-Male Connector, Terminal Cap,Straight Head, 50 ohm, 0~6GHz, 0.5W, VS...","Inventory Part",4.00,5.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-DB9F-3DB9M-15CM","[Use New P/N# Cbl-DB9F-3DB9M-15CM1] Cbl-DB9F-3DB9M-15CM..1x DB9 (Female) to 3x DB9 (Male), for N...","Inventory Part",6.00,8.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-DB9F-3DB9M-15CM1","Cbl-DB9F-3DB9M-15CM1..1x DB9 (Female) to 3x DB9 (Male), for Nuvo-6000. Industrial Computer Acces...","Inventory Part",8.00,10.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-DB9F-3DB9M-15CM2","Cbl-DB9F-3DB9M-15CM2..1x DB9 (Female) to 3x DB9 (Male), for Nuvo-6000. Industrial Computer Acces...","Inventory Part",10.00,12.00,"Tax",78,125,"",100,"Neousys Technology Incorp."
,"Accessory:Cbl-DIN4-2TB2-100CM","Cbl-DIN4-2TB2-100CM..Power Cable, Mini DIN 4 male pin connector to 2 Euro terminal 2Pin, for Nuv...","Inventory Part",6.00,8.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-DVID-VGA-22CM","Cbl-DVID-VGA-22CM..DVI-D to VGA Cable, for Nuvo-6000 series, length 22CM.","Inventory Part",14.00,20.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-HDMI-1.83M-VS","Cbl-HDMI-1.83M-VS..4K HDMI Cable 6 ft, Braided Nylon & Gold Connectors.","Inventory Part",10.00,13.00,"Tax",0,0,"",0,
,"Accessory:Cbl-IDC085F-DB9M-30CM","Cbl-IDC085F-DB9M-30CM..COM Cable, Wafer 5P Female to DB9 Male w/Nut for Panel, Length:30CM.","Inventory Part",4.00,5.00,"Tax",0,4,"",4,"Neousys Technology Incorp."
,"Accessory:Cbl-IDC216F-DB15M-4.5CM","Cbl-IDC216F-DB15M-4.5CM..DIO Flat Cable to DB15 male cable, for Nuvo-2700DS, Length: 4.5CM.","Inventory Part",6.00,8.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-IDC216F-OW-300CM","Cbl-IDC216F-OW-300CM..(Old P/N# Cable-DIO-POC) DIO Flat Cable, with 2.0mm pitch 2x8 female Open ...","Inventory Part",3.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-IDC216F-OW-300CM1","Cbl-IDC216F-OW-300CM1..DIO Flat Cable, with 2.0mm pitch 2x8 female connector/Open End, for digit...","Inventory Part",6.00,8.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-IDC220F-2U2TA-15CM","Cbl-IDC220F-2U2TA-15CM..N3-USBx2-Cable, USB Cable, 2x USB(F) to PIN header (20 pin, Female). Use...","Inventory Part",3.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A10M-DB9M-180CM","Cbl-M12A10M-DB9M-180CM..M12 A-Code 10P (male) to DB9 (male), Length: 180CM. Industrial computer ...","Inventory Part",14.00,25.00,"Tax",9,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A17M-2DB9M_OW2-180CM","Cbl-M12A17M-2DB9M_OW2-180CM..M12 (17-pole-A-coded) to 2xDB9 (Male) and 1xopen wire 2P, Length: 1...","Inventory Part",15.00,19.00,"Tax",2,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A17M-VGA-180CM1","Cbl-M12A17M-VGA-180CM1..M12 (17-pole-A-coded) to VGA (male), Length : 180CM. Industrial computer...","Inventory Part",16.00,20.00,"Tax",1,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A17M-VGA-180CM2","Cbl-M12A17M-VGA-180CM2..M12 (17-pole-A-coded) to VGA (male), Length : 180CM.","Inventory Part",10.00,13.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A17M-VGA-180CM3","Cbl-M12A17M-VGA-180CM3..M12 (17-pole-A-coded-S) to VGA (male), Length : 180CM. Industrial comput...","Inventory Part",16.00,20.00,"Tax",2,4,"",4,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A5F-OT2-B-Red-Fuse-100CM","Cbl-M12A5F-OT2-Black-Red-Fuse-100CM..M12(5-pole-A-code Female) to 2P O terminal, w/FUSE, Length:...","Inventory Part",12.00,15.00,"Tax",0,23,"",23,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A5F-OW3-180CM","Cbl-M12A5F-OW3-180CM..M12 (5-pole-A-coded Female) to 3P cord end terminal, Length : 180CM. Indus...","Inventory Part",10.00,13.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A5F-OW3-180CM1","Cbl-M12A5F-OW3-180CM1..M12(5-pole-A-code Female) to 3P cord end terminal, Length:180CM. Industri...","Inventory Part",10.00,12.00,"Tax",20,4,"",4,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A5M-DB9M-180CM","Cbl-M12A5M-DB9M-180CM..M12 A-Code 5P (male) to DB9 (male), Length: 180CM. Industrial computer ac...","Inventory Part",14.00,18.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A8M-2DB9M-180CM","Cbl-M12A8M-2DB9M-180CM..M12 (8-pole-A-coded male) to 2x DB9 male, Length: 180CM. Industrial comp...","Inventory Part",10.00,13.00,"Tax",3,4,"",4,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A8M-2DB9M_OW2-180CM1","Cbl-M12A8M-2DB9M_OW2-180CM1..Cable 180cm, M12 A-Code Male 8P to x2 DB9 Male+2P","Inventory Part",16.00,20.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A8M-2U2TA-180CM","Cbl-M12A8M-2U2TA-180CM..M12 (8-pole-A-coded) to 2xUSB 2.0 type A (female), Length: 180CM","Inventory Part",21.00,26.00,"Tax",1,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A8M-2U2TA-180CM1","Cbl-M12A8M-2U2TA-180CM1..M12 (8-pole-A-coded) to 2xUSB 2.0 type A (female), Length: 180CM. Indus...","Inventory Part",10.00,13.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A8M-2U2TA-180CM2","Cbl-M12A8M-2U2TA-180CM2..Waterproof M12 (8-pole-A-coded) w/ copper shielding to 2xUSB 2.0 type A...","Inventory Part",10.00,13.00,"Tax",3,7,"",4,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A8M-DB9F-180CM","Cbl-M12A8M-DB9F-180CM..M12 A-Code 8P (male) to DB9 (female), Length: 180CM. Industrial computer ...","Inventory Part",10.00,12.00,"Tax",0,1,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A8M-DB9M-180CM","Cbl-M12A8M-DB9M-180CM..M12 A-Code 8P (male) to DB9 (male), Length: 180CM. Industrial computer ac...","Inventory Part",10.00,12.00,"Tax",0,2,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A8M-OW-180CM","Cbl-M12A8M-OW-180CM..Cable M12 A-code 8P Male to Open Wire 180cm. Industrial computer accessory.","Inventory Part",12.00,15.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A8M-OW-22CM","Cbl-M12A8M-OW-22CM..Cable M12 A-code 8P Male to Open Wire, 22cm. Industrial computer accessory.","Inventory Part",11.00,17.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A8M-OW-22CM-100","Cbl-M12A8M-OW-22CM-100..Cable M12 A-code 8P Male to Open Wire, 22cm. Industrial computer accesso...","Inventory Part",11.00,17.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12A8M-U2TA-180CM","Cbl-M12A8M-U2TA-180CM..Waterproof M12 (8-pole-A-coded) w/ copper shielding to USB 2.0 type A (fe...","Inventory Part",11.00,14.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12L5F-CordEnd5-180CM","Cbl-M12L5F-CordEnd5-180CM..M12 L-Code 5P(FML) to Cord End Terminal 5P, Length: 1.8M.","Inventory Part",10.00,13.00,"Tax",4,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12L5F-OW5-180CM","Cbl-M12L5F-OW5-180CM..Cable M12 L-Code 5P FML to Open Wire 180cm. Industrial computer accessory.","Inventory Part",13.00,16.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12L5F-OW5-40CM","Cbl-M12L5F-OW5-40CM..Cable M12 L-Code 5P FML to Open Wire, 40cm. Industrial computer accessory.","Inventory Part",12.00,18.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12S4F-CordEnd4-180CM","Cbl-M12S4F-CordEnd4-180CM..M12 S-Code Female 4P to Cord End Terminal 4P, Length:180cm.","Inventory Part",10.00,13.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12S4F-OW4-180CM1","Cbl-M12S4F-OW4-180CM1..Cable 180cm, M12 S-Code Female 4P to Open Wire 4P","Inventory Part",16.00,20.00,"Tax",20,60,"",40,"Neousys Technology Incorp."
,"Accessory:Cbl-M12S4M-ET4-20CM","Cbl-M12S4M-ET4-20CM..Cable M12 S-Code Male 4P to Cord End Terminal 4P 20cm. Industrial computer ...","Inventory Part",10.00,13.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12X8M-OW8-CAT6A-180CM","Cbl-M12X8M-OW8-CAT6A-180CM..Cable M12 X-code Male to Open Wire 8P8C 180cm. Industrial computer a...","Inventory Part",15.00,19.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12X8M-RJ45-1000CM","Cbl-M12X8M-RJ45-1000CM..M12(8-pole-X-coded) to RJ45, CAT6, length 10M.","Inventory Part",14.00,18.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12X8M-RJ45-500CM","Cbl-M12X8M-RJ45-500CM..M12(8-pole-X-coded) to RJ45, CAT6, length 5M","Inventory Part",11.00,14.00,"Tax",3,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12X8M-RJ45-CAT6A-102CM","Cbl-M12X8M-RJ45-CAT6A-102CM..Cable M12 X-code Male to RJ45 Plug 8P8C, 102cm. Industrial computer...","Inventory Part",17.00,26.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12X8M-RJ45-CAT6A-102CM-100","Cbl-M12X8M-RJ45-CAT6A-102CM-100..Cable M12 X-code Male to RJ45 Plug 8P8C, 102cm. Industrial comp...","Inventory Part",17.00,26.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12X8M-RJ45-CAT6A-110CM","Cbl-M12X8M-RJ45-CAT6A-110CM..Cable M12 X-code Male to RJ45 Plug 8P8C, 110cm. Industrial computer...","Inventory Part",17.00,26.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12X8M-RJ45-CAT6A-150CM","Cbl-M12X8M-RJ45-CAT6A-150CM..Cable M12 X-code Male to RJ45 Plug 8P8C 150cm. Industrial computer ...","Inventory Part",17.00,21.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12X8M-RJ45-CAT6A-300CM","Cbl-M12X8M-RJ45-CAT6A-300CM..Cable M12 X-code Male to RJ45 Plug 8P8C 300cm. Industrial computer ...","Inventory Part",20.00,25.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-M12X8M-RJ45-CAT6A-500CM","Cbl-M12X8M-RJ45-CAT6A-500CM..M12( 8-pole-X-coded) to RJ45, CAT6A, Length : 500CM. Industrial com...","Inventory Part",29.00,36.00,"Tax",2,4,"",2,"Neousys Technology Incorp."
,"Accessory:Cbl-M12X8M-RJ45F-100CM","Cbl-M12X8M-RJ45F-100CM..M12( 8-pole-X-coded) to RJ45 Female, CAT6A, Length : 100CM. Industrial c...","Inventory Part",19.00,24.00,"Tax",15,58,"",46,"Neousys Technology Incorp."
,"Accessory:Cbl-M12X8M-RJ45F-30CM","Cbl-M12X8M-RJ45F-30CM..M12 X Code to RJ 45 Female L: 30CM","Inventory Part",12.00,15.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF-RP_SMAF-15CM","Cbl-MHF-RP_SMAF-15CM..WiFi Internal Cable, I-PEX MHF(Female) to RP SMA(Female), 1.13 coaxial cab...","Inventory Part",3.00,4.00,"Tax",30,8,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF-RP_SMAF-30CM","Cbl-MHF-RP_SMAF-30CM..WiFi internal cable, I-PEX MHF(F) to RP SMA (F), 1.13 coaxial cable, lengt...","Inventory Part",3.00,4.00,"Tax",148,70,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF-RP_SMAF-WP-15CM","Cbl-MHF-RP_SMAF-WP-15CM..IPEX MHF to Water Proof RP_SMA cable,Screw thread length: 10mm, Length:...","Inventory Part",7.00,9.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF-RP_SMAF-WP-40CM","Cbl-MHF-RP_SMAF-WP-40CM..WiFi Internal Waterproof Cable, I-PEX MHF(Female) to RP SMA(Female), 1....","Inventory Part",6.00,9.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF-SMAF-15CM","Cbl-MHF-SMAF-15CM..Internal cable for LTE/GPS, I-PEX MHF (Female) to SMA (Female), 1.13 Coaxial ...","Inventory Part",3.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF-SMAF-30CM","Cbl-MHF-SMAF-30CM..Internal cable for LTE/GPS, I-PEX MHF (Female) to SMA (Female), 1.13 Coaxial ...","Inventory Part",3.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF-SMAF-30CM1","Cbl-MHF-SMAF-30CM1..Internal cable for LTE/GPS, I-PEX MHF (Female) to SMA (Female), 1.13 Coaxial...","Inventory Part",3.00,4.00,"Tax",2,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF-SMAF-WP-15CM","Cbl-MHF-SMAF-WP-15CM..IPEX MHF to Water Proof SMA cable, Screw thread length: 10mm, Length: 15CM.","Inventory Part",7.00,9.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF-SMAF-WP-40CM","Cbl-MHF-SMAF-WP-40CM..LTE/GPS Internal Waterproof Cable, I-PEX MHF (Female) to SMA (Female), 1.1...","Inventory Part",6.00,7.00,"Tax",2,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF_SMAF-WP-40CM","Cbl-MHF_SMAF-WP-40CM..LTE Internal Waterproof Cable, I-PEX MHF(Female) to SMA(Female), 1.13 coax...","Inventory Part",6.00,9.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF4-RP_SMAF-15CM","Cbl-MHF4-RP_SMAF-15CM..Wifi Internal Cable, IPEX MHF4(Female) to RP SMA(Female), for M.2 module,...","Inventory Part",3.00,4.00,"Tax",29,64,"",50,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF4-RP_SMAF-30CM","Cbl-MHF4-RP_SMAF-30CM..WiFi internal cable, I-PEX MHF4(F) to RP SMA (F) for M.2 module, length 3...","Inventory Part",3.00,4.00,"Tax",35,62,"",52,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF4-RP_SMAF-WP-40CM","Cbl-MHF4-RP_SMAF-WP-40CM..LTE Internal Waterproof Cable, I-PEX MHF4(Female) to RP SMA(Female), 1...","Inventory Part",7.00,9.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF4-SMAF-15CM","Cbl-MHF4-SMAF-15CM..LTE Internal Cable, IPEX MHF4(Female) to SMA(Female) for M.2 module, length ...","Inventory Part",3.00,5.00,"Tax",16,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF4-SMAF-30CM","Cbl-MHF4-SMAF-30CM..LTE Internal Cable, IPEX MHF4(Female) to SMA(Female) for M.2 module, length ...","Inventory Part",3.00,5.00,"Tax",56,180,"",177,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF4-SMAF-WP-15CM","Cbl-MHF4-SMAF-WP-15CM..IPEX MHF4 to Water Proof SMA cable, Screw thread length: 10mm, Length: 15CM.","Inventory Part",7.00,9.00,"Tax",0,9,"",9,"Neousys Technology Incorp."
,"Accessory:Cbl-MHF4-SMAF-WP-40CM","Cbl-MHF4-SMAF-WP-40CM..Cable with IPEX 4 connector and waterproof SMA connector.","Inventory Part",6.00,9.00,"Tax",3,3,"",3,"Neousys Technology Incorp."
,"Accessory:Cbl-PCIex16GF-PCIex16-25CM","Cbl-PCIex16GF-PCIex16-25CM..PCIe Extender Riser Cable 25cm, PCIe X16 Goldfinger to X16 PCIe Slot...","Inventory Part",93.00,116.00,"Tax",2,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-Pwr4-W2.54F-20CM","Cbl-Pwr4-W2.54F-20CM..Power cable, 4 PIN power connector to wafer 2.5 4P Female, provide 12V to ...","Inventory Part",2.00,3.00,"Tax",7,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-RJ45-RJ45-Latch-1000CM","Cbl-RJ45-RJ45-Latch-1000CM..LAN Cable, RJ45(Male) with latched connector to RJ45(Male), Cat6, Le...","Inventory Part",16.00,20.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-S68M-8DB9M-50CM","Cbl-S68M-8DB9M-50CM..SCSI-68(Male) to 8x DB9(Male) Cable, for MezIO COM port card, length 50CM. ...","Inventory Part",28.00,35.00,"Tax",4,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-S68M-S68M-100CM","Cbl-S68M-S68M-100CM..SCSI-68 (Male) to SCSI-68M (Male) cable, for MezIO DIO card and TB-10, Leng...","Inventory Part",22.00,28.00,"Tax",10,11,"",10,"Neousys Technology Incorp."
,"Accessory:Cbl-S68M-S68M-300CM","Cbl-S68M-S68M-300CM..SCSI-68 (Male) to SCSI-68M (Male) cable, Length: 300cm. Industrial Computer...","Inventory Part",50.00,62.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-SATA7_W2.54-SATA22-30CM","Cbl-SATA7_W2.54-SATA22-30CM..SATA cable, SATA-7P(Signal) Female RT + Wafer 2.5 4P Female(Power) ...","Inventory Part",3.00,4.00,"Tax",6,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-SATA7_W2.54-SATA22-30CM*","[NR] Cbl-SATA7_W2.54-SATA22-30CM..SATA cable, SATA-7P (Signal) Female RT + Wafer 2.5 4P Female (...","Inventory Part",3.00,4.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-SATA7_W2.54-SATA22-8CM","[EOL] Cbl-SATA7_W2.54-SATA22-8CM..SATA cable, SATA-7P (Signal) Female RT + Wafer 2.5 4P Female (...","Inventory Part",2.00,3.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-SATA7_W2.54-SATA22-9CM","Cbl-SATA7_W2.54-SATA22-9CM..SATA cable, SATA-7P(Signal) Female RT + Wafer 2.5 4P Female(Power) t...","Inventory Part",2.00,3.00,"Tax",9,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-TpCPlug-U3TC-200CM","Cbl-TpCPlug-U3TC-200CM..Cable USB Type-C Plug Waterproof to Metal C2 Panel Jack FML 200cm. Indus...","Inventory Part",92.00,115.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-TpCPlug-U3TC-300CM","Cbl-TpCPlug-U3TC-300CM..Cable USB Type-C Plug Waterproof to Metal C2 Panel Jack FML 300cm. Indus...","Inventory Part",96.00,120.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-TpCPlug-U3TC-50CM","Cbl-TpCPlug-U3TC-50CM..Cable USB Type-C Plug Waterproof to Metal C2 Panel Jack FML, 50cm. Indust...","Inventory Part",64.00,96.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-TpCPlug-U3TC-50CM-100","Cbl-TpCPlug-U3TC-50CM-100..Cable USB Type-C Plug Waterproof to Metal C2 Panel Jack FML, 50cm. In...","Inventory Part",64.00,96.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-U.2-M.2-50CM","Cbl-U.2-M.2-50CM..M.2 to U.2 (SFF-8639) PCIe NVMe SSD Cable- PCIe NVMe U.2 (SFF-8639) Drive to M...","Inventory Part",25.00,31.00,"Tax",0,0,"",0,
,"Accessory:Cbl-U3TA-U3MB-300CM","Cbl-U3TA-U3MB-300CM..USB3 Type-A to Micro-B cable with latched connectors, 3-meter length. Indus...","Inventory Part",12.00,15.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Accessory:Cbl-U3TA-U3TA-Latch-300CM","Cbl-U3TA-U3TA-Latch-300CM..USB cable, USB 3.0-A Male with latched to USB 3.0-A Male, Length: 300...","Inventory Part",12.00,15.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
